ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
Café Amazon ปตท.,MVRP+889 ถ.เพชรเกษม ตำบลบ้านฆ้อง อำเภอโพธาราม ราชบุรี 70120 ประเทศไทย,13.6914658,99.8869352,5.0,4,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.41,ChIJvbEfDQAh4zAREoyPhw5uNdg
Café Amazon ปตท.ราชบุรี-เพชรเกษม (ขาเข้า),JVV3+F4X ตำบลดอนทราย อำเภอโพธาราม ราชบุรี 70120 ประเทศไทย,13.6437354,99.8528729,4.1,133,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.36,ChIJUVUlQCEh4zARE77yuEcn-_Y
Café Amazon,ปั๊มน้ำมันปตท. (สหกรณ์โคนมหนองโพ ถ.เพชรเกษม ตำบล ดอนกระเบื้อง อำเภอโพธาราม ราชบุรี 70120 ประเทศไทย,13.7506008,99.9232272,3.6,8,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.32,ChIJxWHXRpXh4jARGks7ASJMm7o
café amazon สาขา ปตท. คลองใหม่,65 6 ถ. คลองใหม่ ตำบล คลองใหม่ อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.7484597,100.1982068,3.2,5,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,2.71,ChIJ42Ynyezr4jARhIaRNHZuydk
Café Amazon สามพราน ตรงข้ามโรงเรียนนายร้อยตำรวจสามพราน,80/83 หมู่ 7 ตำบล สามพราน อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.7316233,100.2164352,4.3,66,ไม่สามารถระบุได้,นักเรียน/นักศึกษา,1,0.63,ChIJXVcXjimV4jARAvcxb6uu9JA
Café Amazon สาขา โฮมโปร พุทธมณฑล สาย 5,"ชั้น 1 ห้อง RT2 198 ม.1 ต.บางเตย อ.สามพราน จ.นครปฐม, นครปฐม, อำเภอสามพราน นครปฐม 73110 ประเทศไทย",13.7150461,100.1815316,1.7,6,ไม่สามารถระบุได้,,0,4.01,ChIJVVVVVQXq4jAR2o6qx0kDBw0
Café amazon ปตท.บ้านแพ้ว กม.17,"99 บ้านแพ้ว 6, Ban Phaeo, อำเภอบ้านแพ้ว สมุทรสาคร 74120 ประเทศไทย",13.6346393,100.0920994,4.1,47,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.98,ChIJBagImirD4jARGHrvGELhGIE
คาเฟ่อเมซอน,P6G8+6PQ ตำบล สามพราน อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.725918,100.216907,4.7,9,ไม่สามารถระบุได้,,1,0.63,ChIJvZ9caADr4jARYxXCrb9aV2A
คาเฟ่ อเมซอน หน้าวัดดอนยายหอม,484 ตำบล ดอนยายหอม อำเภอเมืองนครปฐม นครปฐม 73000 ประเทศไทย,13.7378762,100.0823271,5.0,2,ไม่สามารถระบุได้,,0,7.21,ChIJ9QyTEwDp4jARNJxRNr103Kc
Café Amazon PTT ทรัพย์มณีพร,46 3 ตำบล ตลาดจินดา อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.6525515,100.0909753,3.8,6,ไม่สามารถระบุได้,,1,1.99,ChIJl6bWJhbD4jARAC_RrXDjjrE
Cafe Amazon ปตท.พุทธมณฑล สาย3,27/27 โรงเรียนคลองบางพรหม แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,13.7635118,100.362815,4.5,195,ไม่สามารถระบุได้,"ผู้ใช้รถยนต์/นักเดินทาง, นักเรียน/นักศึกษา",1,1.82,ChIJidk1BB2X4jARNxUpwO6CbMk
Café Amazon,"108, ต.แคราย, อำเภอกระทุ่มแบน สมุทรสาคร 74110 ประเทศไทย",13.6468619,100.3284573,4.4,66,ไม่สามารถระบุได้,,0,2.69,ChIJuarsEeq_4jARb_yzFXLosIQ
คาเฟ่อเมซอน สาขา บจก.ทวีวัฒนาปิโตรเลียม (พุทธมณฑลสาย 4),169/117 สายสี่สแควร์ ตำบล กระทุ่มล้ม อำเภอสามพราน นครปฐม 73220 ประเทศไทย,13.7438524,100.327467,4.4,338,ไม่สามารถระบุได้,,1,0.49,ChIJ2WBEbTWU4jAR4mIKQEL-Jl0
Café Amazon Power5 (พุทธมณฑล สาย 5),Café Amazon Power 118 ถ. พุทธมณฑลสาย 5 ตำบล บางกระทึก อำเภอสามพราน นครปฐม 73210 ประเทศไทย,13.7561523,100.3021912,4.6,97,ไม่สามารถระบุได้,,0,2.59,ChIJkZDaZAGV4jAROMEfkZL9Pdw
Café Amazon,437 หมู่2 ถนนเศรษฐกิจ ตำบลอ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 ประเทศไทย,13.688276,100.2908786,4.4,57,ไม่สามารถระบุได้,,0,2.14,ChIJkcLsysm44jARdIRAjqh0lss
Café Amazon,75/9 หมู่4 ถ.เพชรเกษม ตำบลอ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 ประเทศไทย,13.7085523,100.2887978,4.3,165,ไม่สามารถระบุได้,,3,0.38,ChIJeUo3xWWV4jARWWHHiro1x4c
Café Amazon สาขา เพชรเกษม 81,238/2 ซอย 81 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,13.6866915,100.3436104,4.5,74,ไม่สามารถระบุได้,,2,1.19,ChIJpapdjJS_4jARWrLT5vMuuyM
คาเฟ่อเมซอน ปตท.สวนหลวง-พุทธสาคร (ขาออก),M8G9+X9H ตำบล สวนหลวง อำเภอกระทุ่มแบน สมุทรสาคร 74110 ประเทศไทย,13.6774454,100.318488,4.3,188,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,0.29,ChIJMT0-UTi-4jARkEIEDQa2JkQ
คาเฟ่ อเมซอน,228/5 ปตท.พุทธมณฑลสาย 3 ถ. พุทธมณฑลสาย 3 แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,13.7187704,100.364992,4.3,249,ไม่สามารถระบุได้,นักช้อป,3,1.5,ChIJEcbFNBOW4jARH0vuD5O6zdA
Café Amazon,18/26 หมู่8 ถนนพุทธมลฑลสาย4 ตำบลกระทุ่มล้ม อำเภอสามพราน นครปฐม 73220 ประเทศไทย,13.7475881,100.3299407,4.2,38,ไม่สามารถระบุได้,นักช้อป,1,0.49,ChIJEz-ONDSU4jARlg5X6h39Pzc
Café Amazon,"PTT Petrol Station Sakha Nakhon Pathom - Phet Kasem Km.30, Phet Kasem Road, Tambon Tha Kham, Amphoe Sam Phran, Nakhon Pathom, 73110, ตำบล ยายชา อำเภอสามพราน นครปฐม 73110 ประเทศไทย",13.7207084,100.2556011,4.2,101,ไม่สามารถระบุได้,,1,1.97,ChIJV_YhsbXq4jARitW45qTOHSw
Café Amazon,26 11 ถ. บางบอน 5 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,13.6599061,100.3521165,4.2,33,ไม่สามารถระบุได้,,0,2.53,ChIJs5EvlzW94jARLiig195I-8M
カフェ アマゾン Café Amazon,P75J+4GH ตำบล อ้อมใหญ่ อำเภอสามพราน นครปฐม 73160 ประเทศไทย,13.707568,100.2811931,5.0,1,ไม่สามารถระบุได้,,4,0.83,ChIJvTIeXwCV4jARFxZm89YXGFk
Café​ Amazon​ สาขาเลียบคลอง​ภาษีเจริญ​ฝั่ง​ใต้​,352 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,13.6819594,100.3581884,4.1,54,ไม่สามารถระบุได้,,1,1.66,ChIJg0YgBTu94jARPmxrnDe3ra8
Café Amazon สาขา Jen Plus Mall,195/1 ถนน ทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,13.7457064,100.3550899,4.2,86,ไม่สามารถระบุได้,นักช้อป,1,0.23,ChIJOXIGMoGW4jARGjNbCokgML4
Café Amazon สาขา โลตัสกระทุ่มแบน,"329 หมู่ 1 ต.คลองมะเดือ อ.กระทุ่มแบน จ.สมุทรสาคร, ตำบล ท่าไม้ อำเภอกระทุ่มแบน สมุทรสาคร 74110 ประเทศไทย",13.6550716,100.2731066,4.1,65,ไม่สามารถระบุได้,นักช้อป,2,0.22,ChIJ_____xO_4jARSTd7yEDlj9s
คาเฟ่ อเมซอน ปตท พูนพงษ์โรจนา,50/1 หมู่ 3 ถ.เพชรเกษม ตำบลท่าตลาด อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.7431987,100.2374503,4.3,80,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,0.78,ChIJtQfIneDq4jARIvdCr4Nmd-o
Café Amazon สวนหลวง,9/39 ตำบล สวนหลวง อำเภอกระทุ่มแบน สมุทรสาคร 74110 ประเทศไทย,13.6720235,100.3112032,3.0,4,ไม่สามารถระบุได้,,2,0.99,ChIJKfMBuiS_4jARef4ku3WUZxw
Café Amazon สาขา สน.พุทธมณฑลสาย 5 CC 1833,P7HX+V8P ตำบล ไร่ขิง อำเภอสามพราน นครปฐม 73220 ประเทศไทย,13.7297127,100.2983295,4.4,49,ไม่สามารถระบุได้,,0,2.18,ChIJrxJW2g6V4jARZ9SmgxhefRw
Café Amazon,"ถนน เศรษฐกิจ 1 ตำบล ท่าไม้ สมุทรสาคร, 74110 ประเทศไทย",13.671017,100.2819103,4.0,104,ไม่สามารถระบุได้,,0,2.0,ChIJ_____4u_4jARjXs8e3wi_2s
Café Amazon ไร่ขิงวรารมย์,95 15 ม.6 ตำบล ท่าตลาด อำเภอสามพราน นครปฐม 73110 ประเทศไทย,13.7418245,100.2558781,4.3,171,ไม่สามารถระบุได้,,2,1.58,ChIJFSGRQdTq4jARhg6FatRAOdw
Café Amazon@ตลาดน้ำดอนหวาย,Unnamed Road Q7CM+VWF ตำบล บางกระทึก อำเภอสามพราน นครปฐม 73210 ประเทศไทย,13.7721986,100.2847863,4.2,76,ไม่สามารถระบุได้,,2,1.76,ChIJbYIn8w-V4jARTRDimfEF9yg
Café Amazon สาขา เพชรเกษม 110,แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย,13.7125944,100.345494,4.0,7,ไม่สามารถระบุได้,,3,1.77,ChIJezCV6uOV4jARre6VgIikgIE
Café Amazon,113 3 ถ. ทวีวัฒนา แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,13.7436249,100.3549155,4.2,80,ไม่สามารถระบุได้,,1,0.23,ChIJSy8m0vOX4jARbjIWdn-YkHA
Café Amazon สาขา รพ.วิชัยเวชฯ อ้อมน้อย,74/5 หมู่ 4 ถ.เพชรเกษม ตำบล อ้อมน้อย อำเภอกระทุ่มแบน สมุทรสาคร 74130 ประเทศไทย,13.7114942,100.290644,3.5,13,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,3,0.37,ChIJl9INIo-V4jARJJQ2LUQudFo
คาเฟ่ อเมซอน สาขา 2975,M8GC+VC5 ตำบล สวนหลวง อำเภอกระทุ่มแบน สมุทรสาคร 74110 ประเทศไทย,13.6771255,100.3211027,4.2,89,ไม่สามารถระบุได้,,2,0.29,ChIJ71x_Wlm_4jARW-JaeBV-vv4
